	H1C	H2C	H3C	C1C	C2C	C3C	gor1C	Pon1C	SiaC1	SiaC2	rhesus1C	rhesus2C	rhesus3C	Bab1C	Bab2C	Bab3C	Mar1C	Mar2C	Mar3C	sqmnky1C	saki1C	ateles1C	ateles2C	Nem1C	patas1C	patas2C	patas3C	lemur1C	lemur2C	eulemur1C	sleloris1C	slowloris1C	slowloris2C	pygslowloris1C 
NG_046930.1	327	377	154	958	603	263	860	19	715	1296	248	215	134	135	9	5	217	220	179	817.43	24	538	1481	343	1012	1267	1247	1308	834	34	1096	221	236	28
NG_046934.1	229	62	135	673	103	69	323	89	183	93	130	68	67	164.21	87.34	65.84	922	961	957	159	261.31	140	183	167	180	191	181	115	27.21	51	15	83	35	7.96
NG_046937.1	188	90	134	119	14.97	33	69	62	43	52	25	19.46	14.83	19	26	22	61	61	31	43	45.39	20	0	21	16	14	19	35.28	31.53	52	519	47.96	29.22	12
NG_046942.1	397	190	152	1891	2006	1704	881	126	319	314	787	459	291	564	1150.3	1362.66	281	516	424	288	199	249	51	318	2172	2863	1839	9	1	14	17	33	15	3
NG_046944.1	4	13	0	4	8	37	31	10	44	66	4608	4045.59	2486	4243	2516	2048	9625	7094	6233	336	10	3793.56	405.48	52	85	50	54.3	16	9	40	115	24	1	6341
NG_046946.1	710	272	414	5795	3689.67	1673	1816.6	553	8755	7989	1987	1864	1103	2072.27	1888.86	1307.6	3337	3693	2598	2025	1355	5918	1421	1576	3544.44	2678.44	3524.42	2169	1566.23	3301.1	1399.35	1511	411.89	4
NG_046947.1	689	172	550	596.42	668	923.5	8	795.32	1289	1333	29	28	21	1099	2441	3196	1055.12	1336.11	831	7	10	1540	1521	20	941.66	938.86	753.93	4	9	32	6	1	5	10
NG_046948.1	93	76	39	1611.43	184	59.42	77	6	232	78	31	25.59	25	1615	458.77	136.47	118	65	62	3507	39	1241.77	468	52	542.23	1984	2189	5	2	119	105	1789	440	25
NG_046950.1	143	218	46	645	102	197	11	207	203	72	219	103	202	205	23	2	473.44	312.66	481.9	301	79	72	829	402	537	282	758	218	138	21	101	1090	2192	103
NG_046951.1	134.9	133	68	143	4	8	18	5	556	830	49.91	23.27	28	632.65	1082	1065	12	10	16	310	605.4	28	173	201	35	19	27	294	169	62	364	72	65	21
NG_046958.1	4328	1318	2345	6426	3337	909	5012.87	36	3032	6849	155	196	98	6975.36	2578.77	1263.38	9028	9039	7649	11027.45	331	961	233	4232.86	5272.11	7312.01	10487.44	2060	1281	121	631.46	6036.14	1609.96	6476
NG_046966.1	51	24	26	17	6	11	199	77	1046.39	790.4	1813	2080	1088	1439.36	2383.56	2176.24	1161.42	1140.98	769.78	88	5	1011	175	2212	61	57	68	132.28	94	25	7.45	84	118	18
NG_046969.1	292	165	140	717	233	281	592.2	147	15	30	86.86	61.48	32.99	273.02	401.99	536.44	62	55	53	3	28	721	358	10	439	628	691	216	114	70	95	6	5	7
NG_046971.1	355	577	153	122	2	50	513	661	1882	4819	1130	1193	985	1319	55	22	3040.49	2820	2573.96	1518	238	114.89	803.42	525	631	763	988	74	26	70	891.68	158	180	2915
NG_046972.1	362	207	193	185	19	17	82	44.79	83	198	7341	6130	3961	242.16	197.59	200.16	290.61	266.17	292.41	87	101	153	114	8238	221.67	331.36	411.43	0	3.98	5	87	185	77	15.82
NG_046979.1	22150.38	4361.35	8094.95	12512.62	4574.97	1048	11430	4445	4265	20243	11794	8301	4853	27028.91	29075.5	36031.22	883	1452	1034	19524.77	1359	8270.43	4869.6	442	10016.13	14154.11	26707.52	11	4	39	5540.19	9649	2147	12343
NG_046983.1	35	33	16	6081.09	6841	5271.59	3437	6	2051.5	2554.29	14	3	3	5050	10429	10516	85	48	33	1879	68	65.41	119	8	5654	5823	5628	18	7.5	39	592	3345	1036	6
NG_046985.1	37	35	16	34	4	4	72.76	1	137	190	15	16.61	42	174.43	56	42	1005	855	825	62	113	301	923	32	89	221	270	36	7	37	125	524	454	287
NG_046987.1	245	3	20	5	7	71	9	349	9	1	2	3	3	2	3	1	69	70	40	10	31	1848	2887	31.16	1	2	6	4	2	3	0	84	38	4.97
NG_046988.1	8	4	0	2	5	11	7	6	30	17	25	15	12	19	24	27	0	0	0	3	8	4	7	44	6	4	21	139	127	181.41	56	29	37	18
NG_046989.1	53	21	52	137.01	37.42	11.88	379	287	624	734	59	60	51	281	461	547	27	28	20	32.47	9	479	788	410	51	17	26	8	16	20	44	195	134	810
NG_046993.1	1625	1962	1152	1784	544.05	796	9	32	251	359	12	14	7	313	99	30	2548	3356	2022	762	109.42	551.26	98.22	86	56.3	45.81	77.98	1	5	329	47	319	147	274
NG_046994.1	21	16	2	8200	2523	1111	4696.34	2333	3394	9062	9167.18	8450.22	5634.47	255	38	8	7955	7646	4811	2278	213	12	104	118.17	3434.2	4252.73	5398.02	2752	2461	4746	59	5438.38	934.01	223.63
NG_047000.1	4	13	10	191	139	132	312.11	8	372	304.86	27.99	15	39	22	4	6	925	762	841	670	575	31	22	701	34	17	10	1754	721	704	40	1	3	3
NG_047001.1	3125.77	1022.22	1547	2979	1757	1096	20	740.08	1494	3726	45	107	59	2711	4770	6298	57.34	107.07	74	16	13	8	135	20	21	17	31	0	0	4	12	16	11	0
NG_047002.1	13	14	11	64.15	64.66	164.7	40	1	25	56	2081.56	2015.61	1176.7	49	3	2	34	30	28	2197	19	2	116	11	4	3	10	16	0	3	1758	18	6	12
NG_047003.1	664	258	376	542	425	458	2943	269	807	2088	1646	2030	1239	1797	361	197	2649	2690	2867	202	25.15	1436	447	1365	1221	1151	949	1932	1065	54	1315.72	1987	664	9
NG_047004.1	38	71	8	18	13	47	8	7	134.24	8.93	69	40	75	118	15	10	10211	11158	10301	104	6751	10	276	143	3430.18	6937.8	7639	96	16.54	11	180	134	11	20
NG_047012.1	2538	379	1693	29	17	29	31	2007	43.98	52.2	3457	3331	2148	20	10	3	4219	4345	4485	2115	53	37	121	20	3799	4602	3696	9	4	7	898	3699	1339	7
NG_047013.1	19	1	9	59	2	0	16	22	4868	7048	9446	9574	5283	68	11	5	13750	14051	12585	5638	5906.22	11150.16	906.75	6623	10535	11555	9882	16298	8395	87	2102.79	268	64	27
NG_047014.1	35	44	2	19	11	20	21	3	17	38	6102	6373	3579	31	16	11	56	81	73	261	37	11	57	37.26	11	10	24	1	0	2	55	1941	328	10
NG_047017.1	1368	343	565	2565.34	241.63	347.4	1235.43	866	774.61	2077.37	444	467	295	4359.26	5574.02	6677.87	47	35	33	2504.89	20	608	9	2255	287.24	1119	1665	14	5	13	4494.3	8	3	3.79
NG_047018.1	8473	2102	8936	18	2	0	15	65	22.23	13.88	214.39	189	125.41	9	16	5	14	29	37	82	15	2	4	6	1478	1582	884	0	10.01	1238.1	20	672	291	30
NG_047022.1	42	3.99	38	12810.1	6858.03	7068	404	459	305	460	390	340	248	1008	218	95	647	767	844	271	348	213	1184	330	20	200	195	10	4	5	40	3	17	7
NG_047026.1	61	55	10	4957.27	950	509	21	7	2533.97	4828.98	23.87	27.1	5	448	93	53.92	56.53	114	117	38	56	11	136	3177.56	22	25	56	181	54	85	3802.9	4973.56	3525.3	16.54
NG_047029.1	452	106	302	273	188	177	692	35	683	956	21	19	19	1800.45	2468.28	1856.5	26	22	27	1342	271.26	868	537	701	1	14	16	22	8	34	125	677	318	22
NG_047030.1	47	22	28	2171	871	764.6	71	37	8	27	1882.68	1576	947.11	18	20	16	19	17	24	44	42	63	20	18	2079	1901	1812	2	6	0	16	8	10	1.55
NG_047035.1	2261	578	1209	7282.44	3296.08	2542.93	7079.29	18	9415.23	9039	32	37	23	3408.95	5956	6914.98	4822	6102	3983	7225.36	2914	211	169.99	8703	4298	4702	5301	81	2	134	2927	42	16	10
NG_047036.1	158	23	63	9336.1	2285.94	441	19754	70	6733.11	5682.08	14393.81	11672.11	7654.19	29186	38521	42602	39796	42470	24542	427	148	17848	1029	4779	28601	28078	25539.98	266	186	817	722.85	231	48	295
NG_047037.1	9353	2520	5586	5859.35	2451	2244	5593.8	3378	8204.7	10935	6847.28	5514.05	3683.63	9262.18	17148.93	24044.54	10903	11538	8441	5260	17844.19	10289.01	4941	6088.64	7530.86	8433.62	8178.58	4708	2580	13260.68	3363.2	4687.25	1829.91	4355.48
NG_047038.1	1165	172	1351	1813.16	1612.85	703.97	570	3	9	5	13	5	4	492.94	1967.33	2665.14	1137	1002	848	303.32	5	2117	469	651	1801	1953	850	12.09	0	1	2.03	549.41	581	2272
NG_047040.1	685	168	925	514.31	1105.79	846.11	304.65	433	81.8	149.01	516	573.47	293	532.5	2791.59	2775.6	374	583	1211	605	629	1017.48	733.88	121	108.53	531.5	115.86	6	0	2931	6753.97	2075	1912	3211.04
NG_047042.1	10	29	9	3303	1996	674	3640	2209	4406	4570	3306	3210	2054	3537	1471	1214	5964	6187	5413	1242	1640	2990	637	2413	2726	3022	2710	3229	2336	3541.12	2231	1082.62	644.97	3871
NG_047043.1	49	18	45	7307	5819	3745.01	117	92	6223	13443	15618.25	15014.24	10114.68	13591	4012	2237	19092.32	18770.8	20526.92	7495	27	9123.07	4562.66	9491	8076	10024	8760	4061	1613	8520	2048.09	183.1	36.5	11926
NG_047044.1	1521	393	1031	1552	748	1809	341	1937.44	110	583	5359.94	4807.55	2804.66	2810	7505	8057	1737.49	2812.11	1986.76	239	153	204	2	3884.86	2149	3052	2566	49	56	287	3178	662	29	341
NG_047045.1	1038	148	663	206.13	42	15	518.84	45	378	1849.76	75	91	87	1532	313	115	204	186	186	1101	60	622	1879	887	641	1482	1602	6	2	808	318	944	138	55.05
NG_047047.1	28.44	12.71	13.99	15	11	20	59	9	19	48	272	182	167.7	14	13	4	140	102	79	1	4	1	7	19	507.02	765.26	661.66	5	0	8	37.84	2	0	2
NG_047048.2	1081.53	267	820.8	921	659	967	348	433	702	758	346	227	206.99	446	193	242	77	45	54	22	48	1153	1482	487	225.63	565	0	1135	493	2	926	347	383	810
NG_047049.1	718.05	133.03	446.48	238.4	205.64	102.12	383	522	476.99	839.75	1046	1638	559	1303	819	862	1552	1206	1085	858	1852	3236	991	1600	1267	1666	1178	4156	2749	10	1522	28	61	11
NG_047050.1	4654	1325	2727	12177.05	3764	7991.08	1126.41	25	1239.5	1342.76	60	31	43	161	30	8	2972	2323	2226	2269	131	981	2314	8167	676	4191	4419	6411	1878	5354	3024	1405	762	3057
NG_047053.1	84	48	24	151	7	6	59	14	13	45	193	144	124	180.03	23	0	6665	5484	5970	8921	95	5572.82	3829	1555	4344	6260	8094	20	14	32	46.15	1335	945	105
NG_047058.1	270	51.07	236.89	12	10	53	35	12	66	9	88	92	74	38	2	2	63	54	50	599	31	7	32	90.73	122	425.98	695	118	29	162	485	1353	122	1311
NG_047060.1	10	2	2	71	3	6	43	8	60	68	34	23	18	1181.88	898.61	733	79.26	92.86	79	16	9	4	0	2	13	11	31	326	324	461	25	115	51	3
NG_047064.1	3.06	4	6	78	69	88	6	18	23	23	15	14	17	28	2	0	2	6	1	43	5	31	5	75	0	2	0	27	9	40	11	10	21	5
NG_047069.1	1885.4	428.28	1273.15	2632	1170	726	1223.24	70	1981.93	2974.24	3506.07	2941.38	2043.12	494.66	208.11	83.36	2675.52	2376.93	2399.77	430.94	1872.5	2207.63	231	1367	2030.48	2800.59	2922.13	1066	631	335.58	10	155.33	87.8	12
NG_047072.1	15	8	7	34.73	0	0	27	23	569	338	3168	2404	1405	165.22	227.08	153.63	561	653.37	476.78	222	503	111	0	748	25	36	43	3	2	1022	74	41	9	28
NG_047074.1	81.86	33.31	57.29	45.69	50	43	23	47	201	426.88	72.06	84.4	44.43	34	20	3	3007.82	3007.6	2602.4	308	202	513.04	875.82	178	18	18	35	87	116	27	118	80	55	11
NG_047076.1	599.44	217.74	319.74	188.05	25	35	238.96	6.03	30	54	1064.37	1238.82	767.61	2284.6	2019	983	224	267	221	335.66	2465.42	180	33	65	40.7	25.11	41.49	454	383	134.44	0	2	5	19
NG_047078.1	281	286.82	227	13308.75	2155.87	1368.78	11652.58	4770	3929.96	3648.8	2492.66	2436.93	1238.87	144	88	39	399	353.62	447.44	3502.42	4174.88	208	24	4070.65	3282	3887	3364	2453	1820	36	1898	2326	660	5000
NG_047080.1	29.38	22.77	32	260	158	83	132.78	206	23	3	215	261	113	17	4	0	45.02	31	31.1	229.06	29	171	20	9	114	341	226	351.98	141.75	92.46	163	702	155	14
NG_047081.1	9033	2489	8162	5089	9481	7751	121.56	2370	6593	5386	8338.07	8259.23	4750.22	6407.96	7861.93	10172.93	6987.8	8104.26	6549.64	108	506	3592.01	3978	2846	3843	3088	2328	3150.58	1758.8	9105	9317.2	9136.84	3132.07	16
NG_047082.1	977	286	533	1619	466	189	774.35	286.1	478	1713	1986	1292.75	965.87	693	562	498	1475	1396	1027	1020	1438.7	3327.39	2375.18	987.53	1090.4	1182.51	2052.9	736	652	5156	41.67	83	178	399.28
NG_047083.1	344.37	80.82	193.7	52	28	19	3941	162	450	456	277	188.3	140	1700	3062	3593	373.83	349.81	174.5	37.6	1411	601.91	63	427.9	599	554.26	649.47	2	2	109.31	299	28	4	53.02
NG_047084.1	45	70	35	28	10	24	350.23	4	3	13	360	549	269	3	2	0	17	9	5.99	5	7	9	0	0	0	6	5	1	2	4	67	222	41	7
NG_047087.1	82.49	55.6	105.23	34	44	66	44	29	65	131	101	80	68	502.98	51.89	16	241	169	188	37	79	63	45	181	143	115	96	108	44	125	727.26	277	119	269
NG_047088.1	403.62	126.73	90.61	673.36	193.96	12.69	901.71	557.75	315.94	205.43	858	749	465	267	41	12	234.72	281.58	154.5	93.8	153	1631.25	386.97	783.34	935	882	1179	213.94	144.63	256.29	4738	186	15	12056.96
NG_047091.1	1755	338	1202.79	4255	4900	4804	5725.02	248	20	52	1371	1455	704	1658	5560	6260	129	121	91.49	69	29	241.58	3.25	33	1677.24	1980.24	1270.95	3	2	26	21	1017	822	174.6
NG_047092.1	5593	1506	6639	3277.82	3344.89	5857.23	3503	5785.81	4567.51	3932.18	445	665	260	9681.5	37421	39553.75	6214.2	8037.71	7343.47	5184.33	10605.8	537.49	579.31	8932.49	9965	11128	7823	9	8	8	31	3045	1241	20
NG_047093.1	1847.65	514.51	1463.17	4192.14	1902.49	1026.9	3357.39	88.04	2601	4559.03	6357.8	7563.41	4193.37	6103.94	2693.58	1934.84	5905.94	6635.91	4435.62	3318.46	3311.52	3422.23	1416	4242.52	3137.4	4150.16	3857.4	130.93	179.98	286	1470.59	3103.23	1130.14	6419
NG_047095.1	1152.73	419.33	1093.09	2216.64	1006.78	1019.78	10	13	67	59	99	51	61	85	21	15	1407	999	920	22	376.42	377	426	130	22	13	21	14	5	90	9.51	46	10	53.6
NG_047101.1	171	66	112	23	4	0	24	3	17	10	9	18	9	10	7	8	33	45	52	15	14	2406	1182	24	3.51	6.6	5.5	69	36	33	25	1711.28	1689.68	1132
NG_047105.1	7	7	4	4	9	18	4	2	30	64	6	18	4	0	3	2	28	12	9	5	152	7.19	82.36	16	1	0	0	19	6	6	51	6	20	32
NG_047107.1	3512.73	1017	1008	10846.63	10225.09	17807.68	1145.34	1106	9893	15687	4529	5701	2102	4292	12320.24	18674	8226	13334	9545	15803.14	9988.97	385	229	7589.65	10756.87	10601.34	8011.71	1180.56	436.83	1968	1937	8855	5923.78	1109
NG_047109.1	315	102	221	35	19	30	621	102.42	172	400	563	660	403	358.37	126.16	15.86	272	324	327	100	238	192	113	233	202	606	484	33	2	264	666	261	74	288
NG_047110.1	98	63	57	590	599	516	10	1	14	0	3	7	9	63.1	92	51.99	120	154	188	159.41	8	16	27	18	4.79	2	9	266	105	37.38	313	233	262	6
NG_047111.1	11248	7333	8057.39	7732.86	1165	1255.85	4947.32	80	176	278	7746.63	7893.86	5044.47	10121.15	4407.22	2067	3257.3	3280.86	3413.29	7533	10897.19	5646.33	1667.26	423	5715.42	6854.2	9064.85	12258.39	7051.57	7847	11494.69	16313.63	16875.38	8501.23
NG_047112.1	1179	327	517	1625	296	109	718	236.21	699.4	841.95	705.9	670	422.9	596	142	95	93	92	113	198	31	365.45	16.66	504	390.18	458	612.43	875	721	70	546.58	28	7	496.79
NG_047113.1	31	59	8	46	2	4	47	7	26	25	2609	2208	1507	79	30	16	20	27	21.65	22	25	1596	667	1779	9	20	46	0	6	14	193	37.47	27.44	1
NG_047114.1	106	66	27	14718	4250	765	83.55	12	7455.97	6972.36	27780	24472	15080	25499	31156	25659	10351.27	10087.67	7951.97	6830	105	6256	2562	1275.27	20318	25812	22497	17	0	24	819	22	141	8
NG_047115.1	2878	992	1284	8956	2434	583.24	4803	2401	4923.85	10651.74	1415.07	1419.85	723.97	7947.08	4306.09	2437	10047.75	9938.54	7021.33	86.27	4062	2912	228	3587	3584.7	3543.5	5728.73	2233	3462	202.26	179	3721.09	1003.41	8516
NG_047120.1	7294	1429	5493	245	42	10	4631.12	1928.86	4986	7766	6541.29	5833	3520.3	4065	6673	7120	4083	4409	3648	2616.28	7746	4058.91	4138.51	5843	71	98	210	1975	1687	160	48	201	203	359
NG_047121.1	286	86	312	5280	7578	5757	52.49	18	4054	5717	5754	5186.1	2617	6046.44	7601.21	9634.89	4753.89	5623.89	4805.28	78	27	3903	2239	4979	7732.38	7256.49	5684.27	29	122	44	23	6	2	15.43
NG_047123.1	2141.99	267.8	1692.45	618	550	2012	74	19	35	325	94	60	58	6481	4539	2190	14272	12385.94	10986.99	1052	4769.69	113.8	81.49	399	95	226	287	22	30	4934	114	120	21	12
NG_047127.1	806	325	480	1334	345	829	490	98	116	150	1793	2065	1172	1350	233	54	2542	2522	2935	2041	80	1616.31	793.96	483	821	797	755	618	231	81.05	212.8	49	74.01	291
NG_047128.1	97.68	66.8	64	4	4	16	17	2	5	3	69	80	27	7	5	0	45.88	63.67	123	15	38.66	410	9	53	84	188	80	9	0	1	6	5	12	3
NG_047132.1	22.93	16	9	1047.13	527	306	860	238.14	447	662	905.29	720.26	421.28	38	27	20	1210	1338.17	1084.67	209	820	828	107	48.69	704.71	756.52	802.46	3	5	29.19	230	8.76	12	7
NG_047133.1	12	7	5	164	85	72	39	7	686	384	149	145	108	565	1680.93	1676	2156.81	3168	2272.94	24	1103	214	105	130	1680.59	1529.83	1634.54	71	66	5	25	2	5	0
NG_047134.1	30498	20067	29860	27287	3733	6358.94	243	3043.79	16408.28	7058.4	11203	10984	8704	13692	658	397	27294	22008	31884	50611	2693	2305	1383	23076	18100	19260	26550	31127	8105	9439.36	1005	25591.17	40834.08	4075
NG_047136.1	4853.96	787.1	1967.56	2619.48	2490.85	2426.96	2542.59	48	1726	2504	6491	4641	2905	7575.23	10453.91	17604.67	2718.31	4019.75	2408.69	55	185	76.52	36	108	3514.66	3165.12	4211.24	4	5	12	0	141	26	169.5
NG_047137.1	365	110	271	424	177	46	28	8	171	217	304	270	180	281	410	482	106	82	98	84	43	124	7	220	332	284	254	631	657	750	81	329.64	164.9	570
NG_047141.1	1537.18	439	726.07	377	760	832	867	356	803	483	661	586	357	2966	3213	2933	1716	2060	1283	70	91	923	685	1441	903	946	550	269.75	195	713	19	8	3	3
NG_047143.1	3064	1015	1942	3529	2321	1840	3229	1905	1921	3355	3401	3050	2219	3231	1101	823	4833	4183	3905	1154	462	1776.38	1459	2257	1686	1450.36	1697	329.88	150.96	54	606	19	141	181
NG_047144.1	106	201	139	920	453	370	27	1232	350	57	3492	3390	1872.91	1393.85	402.22	208.76	51.88	50.05	119	49	348.72	42	964	563	274	151	141	6	4	116	1226	782	258	15.5
NG_047145.1	5481	1304	3421	7744	2365	956	54	49	686	115	46	31	38	236	25	12	2639	1936	1834	6381.58	911	849	1192	2009	2	32	77	4836	2750	5483	297	3400	1092	5129
NG_047151.1	133	105	74	1037	1213	926	28	13	30	28.31	72	44	60	55	50	40	793	825	485	22	73	189	565	48	1060.78	872	887	197	500	1705	103	52	34	11
NG_047152.1	2395.16	960.88	1400.54	3290.74	818.92	529	90.17	17	1492.98	2647.69	163	136	76	95	16	6	4644.58	4743.08	3938.1	5127.7	439.54	36	118	76.97	2508.33	3831.32	5687.3	4	3	2362	24	2720	443	44
NG_047156.1	83.04	80.03	47.74	48	4	36	3	26	159.36	66.15	2	7	7	175.98	29.59	12	300	257	265	36	37	83	338	77	13	14	52.77	338	163.56	39.85	16	23	13	3
NG_047160.1	234	71	117	121	64	19	62	23	159	110	68	60	57	56	125	131	132	134.24	108	78	185	84	77	41.88	61	30.71	26.44	35	21	16	53	24	12	18
NG_047161.1	123	98	63	721.12	648.06	2194.02	27	5	488.88	471.95	72	33	34	1318.39	342.15	143.8	62	37	60	476	72	52	72	282.56	51.27	60.82	53.47	29	8	99	31	40	5	2
NG_047162.1	435	161	181	48	9	18	526.92	116	276	270	909.08	936.7	638.85	1814.37	397.93	249	1651	1191.56	1185	365	322	375	126	537	1218.84	1903.68	2200.14	11	7	27	235	454	94	2185.54
NG_047163.1	1457	539	877	1386.23	393.36	188.77	1005.08	519.66	353.19	723.76	222	178	114.92	1089.84	268.76	155.84	2299	1857	1738	60.62	600	18	0	55	965.58	1203.9	1707.83	50	12	8	9.19	11	1	4
NG_047164.1	295	276	185	3819	1085	1238	2862	88	857	816	1928	1828	1164	1108.4	1267.2	735.59	2795	2638	2129	868	672	107	43	1720.42	1700.16	2316.38	2046.71	214	164.73	796	333	431.04	376	232.43
NG_047166.1	16	64	19	38	11	3	30	16	749	2058	1877	1654	1103	1146.69	688	483	15	10	17	1250	1101	1041	220	1462	2374.38	2444.93	2549.13	12	0	18	30	21	36	22
NG_047167.1	1291.74	394.39	823.66	3483.59	745.23	253.44	2076	50	1996.01	3221	2810	2800	2052.87	2971.19	490.29	182.78	8184	5839	4788	194	3881.49	3207.14	1108.55	2424	1169	1360.38	1591.48	133	31	75	29	206	351	26
NG_047168.1	350	202	208	9	0	0	14	2	11.95	6	2	1	4	8	2	0	17	25	39	51	2	10	29	9	3	2	2	97	184	621	8	173	56	92
NG_047170.1	37	10	44	600	447	669	80.64	13	67	37	25.08	37.24	37.33	901	850	980	31	22	152	14	115	29	9	188	32	7	31	23	17	69	228.78	5	75	68.55
NG_047171.1	340.99	78.36	156.3	2624	1004	877	1786.69	911	834	1613	1091	1206.11	734.32	1379	487	328	3958	2999	2844	1932	84	1611.99	1091	139	1025	1460	1828	23	6	50	90	133	74	32
NG_047173.1	68	26	39	57	4	4	78	24	312	343	356	349	186	30	12	1	82	56	65	64	83	24	82	45	24	29	71	41	9	362	325	125	6	20.04
NG_047174.1	1122	380	980	1418	344.98	197	1006	387.88	920	1240	1179	1094	879	1760	166	66	406	262	293	192	520	394.43	345.26	1179	783	923	1698	676	334	321	390	61	10	64
NG_047176.1	285	219	197	14	10	112	13	82	147.78	121.31	19	5	20	46	6	1	1622	1893	1703	330	9	753	215	140	24	40.05	48.2	9	6	107	319.61	28	95	18
NG_047178.1	34	5	4	82	10	3	66	29	1617	2027	711	800	352	1728	3530	3700	41.35	37.77	29.28	165	20	2738	711	25	282	391	301	26	15	9	279	72	33	123
NG_047179.1	4	6	6	4	0	0	6	169	14	4	516	462	137	392	937	1228	140	184	114	8	6	26	5	70.97	7	12	16	16	8	11	4	71.76	13.4	18
NG_047182.1	78	53	67	179	94	117.79	380.45	108	366	459	672	869	291.82	602	926	509	716.69	850.47	771.46	105	101	84	195	579	694	599	697	530	552	30	16	0	2	28
NG_047184.1	41	59	22	307.14	83	40	40	11	140.62	288.71	225	175	138	345	97.11	24	980	1064	839	102	138	290	115.22	58	187	372	425	30	22	20	186	33	1	54
NG_047195.1	1754	564	1200	2434	1713	1421	526	3	992.64	652.31	1663	1146	1143	1197	345	355	2980	2330	2785	742	698	1487	1703	1864	1665	1435	1428	1162	365	1310	250	7	16	59
NG_047197.1	654.48	740.39	372.24	4196.99	1849.69	1136.93	604	339.45	1179	214	1849	2834	1321	1164	656	157	42.14	93.97	136	3711	450	149	280	218	446	1651	1654	3471	2350	280	515	1226	253	1732
NG_047198.1	10	18	10	43	31	6	85	53	2149	4292	3715	3334	2183	68	52	47	83	77	81	68	54	3	62	16	40	110	62	29	29	2541.3	160	1081	223	180.29
NG_047201.1	622	169	605	3330	808	505	662	1238	406	1002	5640	6322	3608	412	27	1	7558	7347	7045	2868.41	2853	2525.12	528	3999.32	3381.33	4840.02	6711.09	254.62	23.32	4144	623	1445	1065	3542
NG_047203.1	3875	1220	1595	243	74	76	307	13	1365	1311	3785	3827	2414	3617.3	785.04	453.62	8094.61	6728.45	4932.43	2758	3448.9	2062.5	398.55	106	2403.87	2903.53	4300.14	13	10	268	333.33	53	15	38
NG_047204.1	7	3	0	264.38	214	285.38	0	0	288.66	363.27	3	2	9	3	5	0	1	0	0	12	204.76	910.04	721.53	6	2	3	0	14	49	113	0	9	21	13
NG_047205.1	13	11	2	15	5	29	295	1	19	7	28	39	30	15	7	3	602	675	519	134	66	25.48	0	337	15	18	18	4	2	5	88.22	6.3	0	11.39
NG_050571.1	483.49	113.64	198.73	205	213	110	860	543	117	676	161	118	71	215	60	48	383.12	325.99	254.3	335	515	393	209	109	95	88	119	64	42	31	18	62	69	154.83
NG_050601.1	130	36	84	39	57	96	85	1867	742	2102.78	91	57	68	6138.1	1276.25	500	8789.96	7303.43	6437.84	1519.9	1380	778.96	101.18	57	2773.49	4300.97	4884.46	8	20	6187.37	40.25	1656.36	672.44	3501
NG_050616.1	11	37	6	4.76	23	28.02	39.67	15	1686	4343	3397.15	3032.92	1839.68	187	118	24	216	170	110	504	267	6293	679	2339	10	37	98	10	0	74	51	4	5	32
NG_050622.1	2822	836	1485	230.13	78	77	11	17	2156	4974	6482.2	5912.63	3340	412	110	70	5203.92	6175.09	4030.66	191	84	53	20.01	3478	31	38	74	20	2	14	102	36	15	3
NG_050628.1	73	98	48	91	21.35	27.69	621	3	61.82	15	981	917	544	813	769	718	793	688	551	491.5	101.93	53	287	359	742	771	1067	474	358	1	287	14	0	2
NG_050640.1	1493.42	587	860.96	5711	2878	2639	2782.97	62	1655	3076	4965	3679	2222	4741.02	8615.4	9518.04	4181.91	5073.61	3468	32	107	147.2	30	2198	123	109	162	4	5	173	126	8	11	2295
NG_050642.1	2988	835	1613	35	16	27	2	3	12	116	19	23	18	6	3	1	215	756	544	5	8	19	2	6	2	5	3	3	1	6.95	11	560	57	387
NG_050644.1	170	240	78.29	58	29	182.9	118	7	137	190	208	276	161	1442	354	143	166.93	120.94	92.52	330.36	1070	24	178	236	505.33	1079.88	909.22	143	70	171.64	1222	44	174	8
NG_050648.1	1168	423	789	662.25	470.76	367	1685	1098	1043	3264	33	27	34	43	15	0	869	588	485	107	1427	1141	450.14	1295	611.93	1519.31	2462.28	1250	1377.33	1281.84	66.4	38	131	275.39
NG_050650.1	3173	1145	2049	2248	1856	827	139	2227	1529	3149	3011	2763	1565	14037.68	6447.92	4283.98	170	292	300	665	174	1424	954	63	2354.15	2682.97	2805.96	1570	1611	2348.26	71	1555	540	99
NG_050652.1	1104	558	642	311	86	169	213	9	616	300	927	897	562	744	536.36	346	403	402	302	180	164	9.87	36.35	440	541.38	1014.28	793.43	12	0	21	434	369	1382	66.89
NG_050658.1	24	30	11	15	13	21	98	3	21	7	12	1	4	7	2	3	116.22	100	56	49	10	127	477	24	3	3	3	16	8	36	92	52	17.27	4
NG_050660.1	6656.32	1634.16	2938.05	7566.89	3020.67	1364.68	7125.53	3343.58	4097.18	4583.12	5735.69	5894.29	4007.65	5178.02	1529.92	1098.8	5000.96	6449.78	5156.3	4000.03	810	3474.29	1261	3160.95	4105.16	4412.06	6986.94	298	257	7015.11	3294.86	1662	1174	4612
NG_050663.1	2330	569	1125	139	8	15	587	1085.46	15	38	6906	6774	3777	13	4	2	2821	2888	2306	7914.78	6366	6720.84	655	14	13	10	17	3736	1300	2749.94	4139	2359	547	2777
